company_brand,founded,headquarter,sector,what_it_does,investor,amount($),stage,year,stage_of_startup
Good Health Clinic,2021,Hyderabad,Health,Full Stack Digital Health Clinic,Khosla Ventures,5000000.0,Venture - Series Unknown,2021,Early Stage
Urban Company,2014,New Delhi,LifeStyle,Urban Company is an India-based company providing a marketplace for freelance labor.,"Vy Capital, Wellington Management",250000000.0,Series F,2021,Established
MYBYK,2014,Ahmadabad,Real Estate,MYBYK is an app that provides premium bicycle sharing and rental service.,Avon Cycles,1000000.0,Pre-series A,2021,Established
Locus,2015,Bangalore,Transport,Locus is an intelligent decision-making and automation platform for logistics.,"Blume Ventures, Exfinity Venture Partners",50000000.0,Series C,2021,Established
Crejo.Fun,2020,Bangalore,Education,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,"Matrix Partners India, 021 Capital",3000000.0,Seed,2021,Early Stage
Bambinos,2020,Bangalore,Education,Cohort based extracurricular course for kids,"HNIs, Angels",500000.0,Seed,2021,Early Stage
KreditBee,2018,Bangalore,Technology,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"NewQuest Capital Partners, Motilal Oswal Private Equity",8000000.0,Venture - Series Unknown,2021,Early Stage
Spardha,2016,Pune,Education,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",Inflection Point Ventures,400000.0,Pre-series A1,2021,Early Stage
Onelife Nutriscience,2019,Mumbai,Health,Onelife Nutriscience is a consumer healthcare brands company.,Lasons India,3000000.0,Venture - Series Unknown,2021,Early Stage
Flatheads,2019,Bangalore,Beauty & Fashion,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,"Pankaj Chaddah, Srivatsan Rajan",3000000.0,Venture - Series Unknown,2021,Early Stage
Fable Fintech,2015,Mumbai,Technology,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",Paytm,3000000.0,Series A,2021,Established
Holisol,2009,New Delhi,Transport,HoliSol Logistics Is a Supply Chain Operations Company!,"BlackSoil, CLSA Capital Partners",3000000.0,Venture - Series Unknown,2021,Established
Now&Me,2018,New Delhi,Health,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.","Saama, Whiteboard Capital",1000000.0,Venture - Series Unknown,2021,Early Stage
Fyllo,2019,Bangalore,Agriculture,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,"Indian Angel Network, Titan Capital, Lead Angels",400000.0,Seed,2021,Early Stage
Cora Health,2020,Bangalore,Health,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,Venture Catalysts,3000000.0,Venture - Series Unknown,2021,Early Stage
Blaer Motors,2014,Chennai,Transport,Meant to augment human power and not completely replace it,The Chennai Angels,300000.0,Venture - Series Unknown,2021,Established
Swiflearn,2019,Gurugram,Education,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,"Venture Highway, Stellaris Venture Partners",3000000.0,Pre-series A,2021,Early Stage
Cashfree,2015,Bangalore,Technology,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,"State Bank of India, Y Combinator",3000000.0,Venture - Series Unknown,2021,Established
QuickSell,2017,Mumbai,Commerce,B2B Mobile Commerce Platform,"Sanjay Baldwa, Ajay Jain",2000000.0,Pre-series A,2021,Early Stage
Truemeds,2019,Mumbai,Health,Truemeds is a health-tech startup.,InfoEdge,5000000.0,Series A,2021,Early Stage
Candes,2015,New Delhi,Commerce,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,"Nitin Passi, Ruchirans Jaipuria",3000000.0,Venture - Series Unknown,2021,Established
MediBuddy,2000,Bangalore,Health,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.","Stride Ventures, InnoVen Capital",3000000.0,Venture - Series Unknown,2021,Established
F5,2018,Food & Beverages,Transport,F5 is a foods and beverages company.,"Venture Catalysts, Jeevak Gupta",300000.0,Pre-series A,2021,Early Stage
Capital Float,2013,Bangalore,Technology,Capital Float is an online platform that provides working capital finance to SMEs in India.,"Triodos Investment Management, SAIF Partners",6000000.0,Venture - Series Unknown,2021,Established
IntelleWings,2019,Panchkula,Technology,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",Venture Catalysts,100000.0,Seed,2021,Early Stage
Shyplite,2016,New Delhi,Transport,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,N+1 Capital,1000000.0,Venture - Series Unknown,2021,Early Stage
Refyne,2020,Bangalore,Technology,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,"DST Global, RTP Global",20000000.0,Series A,2021,Early Stage
Greenjoules,2018,Pune,Energy,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,Blue Ashva Capital,4500000.0,Series A,2021,Early Stage
MentorKart,2018,New Delhi,Business,MentorKart™ helps to fulfil dreams and take that big step towards success.,"Amit Singal, Manish Aggarwal",150000.0,Seed,2021,Early Stage
Leverage Edu,2017,New Delhi,Education,AI-enabled marketplace designed to help students with their higher education and career growth plans,"Trifecta Capital Advisors, Blume Ventures",2000000.0,Debt,2021,Early Stage
Kale Logistics,2010,Thane,Transport,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,Inflexor Ventures,5000000.0,Series A,2021,Established
CustomerGlu,2016,Bangalore,Business,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,"Kumar Aakash, Amit Singhal",320000.0,Venture - Series Unknown,2021,Early Stage
Cell Propulsion,2016,Bangalore,Transport,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,growX ventures,2000000.0,Venture - Series Unknown,2021,Early Stage
Wellbeing Nutrition,2019,Mumbai,Health,Organic whole food nutrition to keep up with the pace at which we live,Klub,3000000.0,Venture - Series Unknown,2021,Early Stage
Pee Safe,2013,Gurugram,Health,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,"Shaival Desai, Alkemi Venture Partners",3000000.0,Pre-series B,2021,Established
Chqbook,2017,New Delhi,Technology,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.","Aavishkaar Venture Capital, YWC Venture Capital",1000000.0,Venture - Series Unknown,2021,Early Stage
SimpliContract,2020,Bangalore,Technology,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",Kalaari Capital,1800000.0,Seed,2021,Early Stage
Dropshop,2019,Bangalore,Transport,Building technology to make distribution efficient and cheaper for large and small FMCG companies,Inflection Point Ventures,1000000.0,Pre-series A,2021,Early Stage
Jumbotail,2015,Bangalore,Commerce,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,Alteria Capital,4000000.0,Debt,2021,Established
BYJU'S,2011,Bangalore,Education,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Tiga Investments, Baron Capital",350000000.0,Venture - Series Unknown,2021,Established
Power Gummies,2018,New Delhi,Health,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,"Venture Catalysts, 9unicorns",1000000.0,Venture - Series Unknown,2021,Early Stage
Convosight,2019,New Delhi,Technology,A mission - to help community builders become community entrepreneurs.,Qualgro,9000000.0,Series A,2021,Early Stage
Junio,2020,New Delhi,Technology,Junio is a kids-focused digital pocket money-smart card.,"Amit Lakhotia, Pravin Jadhav",600000.0,Seed,2021,Early Stage
Wherehouse.io,2020,New Delhi,Transport,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",Better Capital,3000000.0,Seed,2021,Early Stage
Flexmoney,2015,Mumbai,Technology,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",Pravega Ventures,4800000.0,Series A,2021,Established
Fampay,2019,Bangalore,Technology,India's first numberless card and UPI without a bank account,"Greenoaks Capital, Elevation Capital",38000000.0,Series A,2021,Early Stage
Apna,2019,Bangalore,Business,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,"Sequoia Capital India, rocketship.vc",70000000.0,Series B,2021,Early Stage
XYXX Apparels,2017,Surat,Beauty & Fashion,"XYXX Apparels,which runs an eponymous innerwear brand","Alia Bhatt, Katrina Kaif",4000000.0,Series A,2021,Early Stage
WaterScience,2014,Bangalore,Commerce,The aim of making good water affordable and accessible.,Inflection Point Ventures,3000000.0,Venture - Series Unknown,2021,Established
BrowserStack,2011,Mumbai,Technology,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,Accel,200000000.0,Series B,2021,Established
Vital,2018,New Delhi,Technology,"An affordable, digital health plan built around to cover both big and small expenses",BLinC Invest,3000000.0,Pre-series A,2021,Early Stage
Juicy chemistry,2014,Coimbatore,Health,Juicy Chemistry operates as an eponymous consumer brand.,Spring Marketing Capital,3000000.0,Venture - Series Unknown,2021,Established
Samaaro,2020,Bangalore,Technology,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience","Chaitanya Kalipatnapu, Kedar Gavane",125000.0,Venture - Series Unknown,2021,Early Stage
Imagimake,2011,Mumbai,Business,An innovative play system to help children create their imagination,"Roha Investment Managers, angel investor Saumil Shah",500000.0,Pre-series A,2021,Established
MSMEx,2019,Andheri,Education,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,"TNF Ventures, Razorpay",1000000.0,Pre-series A,2021,Early Stage
RenewBuy,2015,Gurugram,Technology,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,"Lok Capital, IIFL Asset Management",45000000.0,Series C,2021,Established
saarthi.ai,2017,Bangalore,Technology,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,Nvidia Inception,3000000.0,Seed,2021,Early Stage
Kutumb,2020,Bangalore,Government,Kutumb is a social community enabler.,"Tiger Global Management, DST Global",26000000.0,Series A,2021,Early Stage
Superplum,2019,Noida,Agriculture,Building India's most sophisticated platform for high quality fresh food,Marquee investors,3800000.0,Pre-series A,2021,Early Stage
Upside AI,2017,Mumbai,Technology,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,Endiya Partners,1200000.0,Seed,2021,Early Stage
PazCare,2021,Bangalore,Technology,Paz Care is India's leading Employee Benefits & Health insurance platform,"Ashish Hemrajani, Parikshit Dar",3000000.0,Venture - Series Unknown,2021,Early Stage
Answer Genomics,2019,Bangalore,Health,A healthcare company that uses genome-based data to help individuals make decisions.,"India Accelerator, Lyxel&Flamingo",3000000.0,Venture - Series Unknown,2021,Early Stage
Skillmatics,2016,Mumbai,Education,Skillmatics develops learning games for pre-school and primary school kids aged under 10,Sequoia Capital India,6000000.0,Series A,2021,Early Stage
Bimaplan,2020,Bangalore,Technology,Affordable insurance for the next billion Indians,"Roshan Abbas, Ritesh Malik",2500000.0,Pre-series A,2021,Early Stage
Bueno Finance,2019,Gurugram,Technology,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.","Goat Capital, JAM Fund",3000000.0,Seed,2021,Early Stage
CityMall,2019,Gurugram,Commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"General Catalyst, Jungle Ventures",22000000.0,Series B,2021,Early Stage
